Operation: createAccount | Inputs:  | Result: 1 
Operation: deposit | Inputs: UID: 26, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 27, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 28, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 29, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 30, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 31, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 32, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 33, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 34, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 35, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 36, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 37, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 38, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 39, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 40, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 41, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 42, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 43, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 44, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 45, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 46, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 47, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 48, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 49, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 50, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 51, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 52, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 53, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 54, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 55, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 56, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 57, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 58, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 59, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 60, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 61, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 62, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 63, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 64, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 65, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 66, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 67, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 68, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 69, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 70, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 71, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 72, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 73, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 74, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 75, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 76, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 77, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 78, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 79, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 80, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 81, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 82, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 83, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 84, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 85, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 86, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 87, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 88, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 89, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 90, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 91, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 92, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 93, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 94, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 95, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 96, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 97, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 98, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 99, Amount: 100 | Result: true 
Operation: deposit | Inputs: UID: 100, Amount: 100 | Result: true 
Operation: getTotalBalance | Inputs: UID: 1 | Result: AccountBalance: 100, Total so far:100 
Operation: getTotalBalance | Inputs: UID: 2 | Result: AccountBalance: 100, Total so far:200 
Operation: getTotalBalance | Inputs: UID: 3 | Result: AccountBalance: 100, Total so far:300 
Operation: getTotalBalance | Inputs: UID: 4 | Result: AccountBalance: 100, Total so far:400 
Operation: getTotalBalance | Inputs: UID: 5 | Result: AccountBalance: 100, Total so far:500 
Operation: getTotalBalance | Inputs: UID: 6 | Result: AccountBalance: 100, Total so far:600 
Operation: getTotalBalance | Inputs: UID: 7 | Result: AccountBalance: 100, Total so far:700 
Operation: getTotalBalance | Inputs: UID: 8 | Result: AccountBalance: 100, Total so far:800 
Operation: getTotalBalance | Inputs: UID: 9 | Result: AccountBalance: 100, Total so far:900 
Operation: getTotalBalance | Inputs: UID: 10 | Result: AccountBalance: 100, Total so far:1000 
Operation: getTotalBalance | Inputs: UID: 11 | Result: AccountBalance: 100, Total so far:1100 
Operation: getTotalBalance | Inputs: UID: 12 | Result: AccountBalance: 100, Total so far:1200 
Operation: getTotalBalance | Inputs: UID: 13 | Result: AccountBalance: 100, Total so far:1300 
Operation: getTotalBalance | Inputs: UID: 14 | Result: AccountBalance: 100, Total so far:1400 
Operation: getTotalBalance | Inputs: UID: 15 | Result: AccountBalance: 100, Total so far:1500 
Operation: getTotalBalance | Inputs: UID: 16 | Result: AccountBalance: 100, Total so far:1600 
Operation: getTotalBalance | Inputs: UID: 17 | Result: AccountBalance: 100, Total so far:1700 
Operation: getTotalBalance | Inputs: UID: 18 | Result: AccountBalance: 100, Total so far:1800 
Operation: getTotalBalance | Inputs: UID: 19 | Result: AccountBalance: 100, Total so far:1900 
Operation: getTotalBalance | Inputs: UID: 20 | Result: AccountBalance: 100, Total so far:2000 
Operation: getTotalBalance | Inputs: UID: 21 | Result: AccountBalance: 100, Total so far:2100 
Operation: getTotalBalance | Inputs: UID: 22 | Result: AccountBalance: 100, Total so far:2200 
Operation: getTotalBalance | Inputs: UID: 23 | Result: AccountBalance: 100, Total so far:2300 
Operation: getTotalBalance | Inputs: UID: 24 | Result: AccountBalance: 100, Total so far:2400 
Operation: getTotalBalance | Inputs: UID: 25 | Result: AccountBalance: 100, Total so far:2500 
Operation: getTotalBalance | Inputs: UID: 26 | Result: AccountBalance: 100, Total so far:2600 
Operation: getTotalBalance | Inputs: UID: 27 | Result: AccountBalance: 100, Total so far:2700 
Operation: getTotalBalance | Inputs: UID: 28 | Result: AccountBalance: 100, Total so far:2800 
Operation: getTotalBalance | Inputs: UID: 29 | Result: AccountBalance: 100, Total so far:2900 
Operation: getTotalBalance | Inputs: UID: 30 | Result: AccountBalance: 100, Total so far:3000 
Operation: getTotalBalance | Inputs: UID: 31 | Result: AccountBalance: 100, Total so far:3100 
Operation: getTotalBalance | Inputs: UID: 32 | Result: AccountBalance: 100, Total so far:3200 
Operation: getTotalBalance | Inputs: UID: 33 | Result: AccountBalance: 100, Total so far:3300 
Operation: getTotalBalance | Inputs: UID: 34 | Result: AccountBalance: 100, Total so far:3400 
Operation: getTotalBalance | Inputs: UID: 35 | Result: AccountBalance: 100, Total so far:3500 
Operation: getTotalBalance | Inputs: UID: 36 | Result: AccountBalance: 100, Total so far:3600 
Operation: getTotalBalance | Inputs: UID: 37 | Result: AccountBalance: 100, Total so far:3700 
Operation: getTotalBalance | Inputs: UID: 38 | Result: AccountBalance: 100, Total so far:3800 
Operation: getTotalBalance | Inputs: UID: 39 | Result: AccountBalance: 100, Total so far:3900 
Operation: getTotalBalance | Inputs: UID: 40 | Result: AccountBalance: 100, Total so far:4000 
Operation: getTotalBalance | Inputs: UID: 41 | Result: AccountBalance: 100, Total so far:4100 
Operation: getTotalBalance | Inputs: UID: 42 | Result: AccountBalance: 100, Total so far:4200 
Operation: getTotalBalance | Inputs: UID: 43 | Result: AccountBalance: 100, Total so far:4300 
Operation: getTotalBalance | Inputs: UID: 44 | Result: AccountBalance: 100, Total so far:4400 
Operation: getTotalBalance | Inputs: UID: 45 | Result: AccountBalance: 100, Total so far:4500 
Operation: getTotalBalance | Inputs: UID: 46 | Result: AccountBalance: 100, Total so far:4600 
Operation: getTotalBalance | Inputs: UID: 47 | Result: AccountBalance: 100, Total so far:4700 
Operation: getTotalBalance | Inputs: UID: 48 | Result: AccountBalance: 100, Total so far:4800 
Operation: getTotalBalance | Inputs: UID: 49 | Result: AccountBalance: 100, Total so far:4900 
Operation: getTotalBalance | Inputs: UID: 50 | Result: AccountBalance: 100, Total so far:5000 
Operation: getTotalBalance | Inputs: UID: 51 | Result: AccountBalance: 100, Total so far:5100 
Operation: getTotalBalance | Inputs: UID: 52 | Result: AccountBalance: 100, Total so far:5200 
Operation: getTotalBalance | Inputs: UID: 53 | Result: AccountBalance: 100, Total so far:5300 
Operation: getTotalBalance | Inputs: UID: 54 | Result: AccountBalance: 100, Total so far:5400 
Operation: getTotalBalance | Inputs: UID: 55 | Result: AccountBalance: 100, Total so far:5500 
Operation: getTotalBalance | Inputs: UID: 56 | Result: AccountBalance: 100, Total so far:5600 
Operation: getTotalBalance | Inputs: UID: 57 | Result: AccountBalance: 100, Total so far:5700 
Operation: getTotalBalance | Inputs: UID: 58 | Result: AccountBalance: 100, Total so far:5800 
Operation: getTotalBalance | Inputs: UID: 59 | Result: AccountBalance: 100, Total so far:5900 
Operation: getTotalBalance | Inputs: UID: 60 | Result: AccountBalance: 100, Total so far:6000 
Operation: getTotalBalance | Inputs: UID: 61 | Result: AccountBalance: 100, Total so far:6100 
Operation: getTotalBalance | Inputs: UID: 62 | Result: AccountBalance: 100, Total so far:6200 
Operation: getTotalBalance | Inputs: UID: 63 | Result: AccountBalance: 100, Total so far:6300 
Operation: getTotalBalance | Inputs: UID: 64 | Result: AccountBalance: 100, Total so far:6400 
Operation: getTotalBalance | Inputs: UID: 65 | Result: AccountBalance: 100, Total so far:6500 
Operation: getTotalBalance | Inputs: UID: 66 | Result: AccountBalance: 100, Total so far:6600 
Operation: getTotalBalance | Inputs: UID: 67 | Result: AccountBalance: 100, Total so far:6700 
Operation: getTotalBalance | Inputs: UID: 68 | Result: AccountBalance: 100, Total so far:6800 
Operation: getTotalBalance | Inputs: UID: 69 | Result: AccountBalance: 100, Total so far:6900 
Operation: getTotalBalance | Inputs: UID: 70 | Result: AccountBalance: 100, Total so far:7000 
Operation: getTotalBalance | Inputs: UID: 71 | Result: AccountBalance: 100, Total so far:7100 
Operation: getTotalBalance | Inputs: UID: 72 | Result: AccountBalance: 100, Total so far:7200 
Operation: getTotalBalance | Inputs: UID: 73 | Result: AccountBalance: 100, Total so far:7300 
Operation: getTotalBalance | Inputs: UID: 74 | Result: AccountBalance: 100, Total so far:7400 
Operation: getTotalBalance | Inputs: UID: 75 | Result: AccountBalance: 100, Total so far:7500 
Operation: getTotalBalance | Inputs: UID: 76 | Result: AccountBalance: 100, Total so far:7600 
Operation: getTotalBalance | Inputs: UID: 77 | Result: AccountBalance: 100, Total so far:7700 
Operation: getTotalBalance | Inputs: UID: 78 | Result: AccountBalance: 100, Total so far:7800 
Operation: getTotalBalance | Inputs: UID: 79 | Result: AccountBalance: 100, Total so far:7900 
Operation: getTotalBalance | Inputs: UID: 80 | Result: AccountBalance: 100, Total so far:8000 
Operation: getTotalBalance | Inputs: UID: 81 | Result: AccountBalance: 100, Total so far:8100 
Operation: getTotalBalance | Inputs: UID: 82 | Result: AccountBalance: 100, Total so far:8200 
Operation: getTotalBalance | Inputs: UID: 83 | Result: AccountBalance: 100, Total so far:8300 
Operation: getTotalBalance | Inputs: UID: 84 | Result: AccountBalance: 100, Total so far:8400 
Operation: getTotalBalance | Inputs: UID: 85 | Result: AccountBalance: 100, Total so far:8500 
Operation: getTotalBalance | Inputs: UID: 86 | Result: AccountBalance: 100, Total so far:8600 
Operation: getTotalBalance | Inputs: UID: 87 | Result: AccountBalance: 100, Total so far:8700 
Operation: getTotalBalance | Inputs: UID: 88 | Result: AccountBalance: 100, Total so far:8800 
Operation: getTotalBalance | Inputs: UID: 89 | Result: AccountBalance: 100, Total so far:8900 
Operation: getTotalBalance | Inputs: UID: 90 | Result: AccountBalance: 100, Total so far:9000 
Operation: getTotalBalance | Inputs: UID: 91 | Result: AccountBalance: 100, Total so far:9100 
Operation: getTotalBalance | Inputs: UID: 92 | Result: AccountBalance: 100, Total so far:9200 
Operation: getTotalBalance | Inputs: UID: 93 | Result: AccountBalance: 100, Total so far:9300 
Operation: getTotalBalance | Inputs: UID: 94 | Result: AccountBalance: 100, Total so far:9400 
Operation: getTotalBalance | Inputs: UID: 95 | Result: AccountBalance: 100, Total so far:9500 
Operation: getTotalBalance | Inputs: UID: 96 | Result: AccountBalance: 100, Total so far:9600 
Operation: getTotalBalance | Inputs: UID: 97 | Result: AccountBalance: 100, Total so far:9700 
Operation: getTotalBalance | Inputs: UID: 98 | Result: AccountBalance: 100, Total so far:9800 
Operation: getTotalBalance | Inputs: UID: 99 | Result: AccountBalance: 100, Total so far:9900 
Operation: getTotalBalance | Inputs: UID: 100 | Result: AccountBalance: 100, Total so far:10000 
Operation: getTotalBalance | Inputs: UID: 1 | Result: AccountBalance: 100, Total so far:100 
Operation: getTotalBalance | Inputs: UID: 2 | Result: AccountBalance: 100, Total so far:200 
Operation: getTotalBalance | Inputs: UID: 3 | Result: AccountBalance: 100, Total so far:300 
Operation: getTotalBalance | Inputs: UID: 4 | Result: AccountBalance: 100, Total so far:400 
Operation: getTotalBalance | Inputs: UID: 5 | Result: AccountBalance: 100, Total so far:500 
Operation: getTotalBalance | Inputs: UID: 6 | Result: AccountBalance: 100, Total so far:600 
Operation: getTotalBalance | Inputs: UID: 7 | Result: AccountBalance: 100, Total so far:700 
Operation: getTotalBalance | Inputs: UID: 8 | Result: AccountBalance: 100, Total so far:800 
Operation: getTotalBalance | Inputs: UID: 9 | Result: AccountBalance: 100, Total so far:900 
Operation: getTotalBalance | Inputs: UID: 10 | Result: AccountBalance: 100, Total so far:1000 
Operation: getTotalBalance | Inputs: UID: 11 | Result: AccountBalance: 100, Total so far:1100 
Operation: getTotalBalance | Inputs: UID: 12 | Result: AccountBalance: 100, Total so far:1200 
Operation: getTotalBalance | Inputs: UID: 13 | Result: AccountBalance: 100, Total so far:1300 
Operation: getTotalBalance | Inputs: UID: 14 | Result: AccountBalance: 100, Total so far:1400 
Operation: getTotalBalance | Inputs: UID: 15 | Result: AccountBalance: 100, Total so far:1500 
Operation: getTotalBalance | Inputs: UID: 16 | Result: AccountBalance: 100, Total so far:1600 
Operation: getTotalBalance | Inputs: UID: 17 | Result: AccountBalance: 100, Total so far:1700 
Operation: getTotalBalance | Inputs: UID: 18 | Result: AccountBalance: 100, Total so far:1800 
Operation: getTotalBalance | Inputs: UID: 19 | Result: AccountBalance: 100, Total so far:1900 
Operation: getTotalBalance | Inputs: UID: 20 | Result: AccountBalance: 100, Total so far:2000 
Operation: getTotalBalance | Inputs: UID: 21 | Result: AccountBalance: 100, Total so far:2100 
Operation: getTotalBalance | Inputs: UID: 22 | Result: AccountBalance: 100, Total so far:2200 
Operation: getTotalBalance | Inputs: UID: 23 | Result: AccountBalance: 100, Total so far:2300 
Operation: getTotalBalance | Inputs: UID: 24 | Result: AccountBalance: 100, Total so far:2400 
Operation: getTotalBalance | Inputs: UID: 25 | Result: AccountBalance: 100, Total so far:2500 
Operation: getTotalBalance | Inputs: UID: 26 | Result: AccountBalance: 100, Total so far:2600 
Operation: getTotalBalance | Inputs: UID: 27 | Result: AccountBalance: 100, Total so far:2700 
Operation: getTotalBalance | Inputs: UID: 28 | Result: AccountBalance: 100, Total so far:2800 
Operation: getTotalBalance | Inputs: UID: 29 | Result: AccountBalance: 100, Total so far:2900 
Operation: getTotalBalance | Inputs: UID: 30 | Result: AccountBalance: 100, Total so far:3000 
Operation: getTotalBalance | Inputs: UID: 31 | Result: AccountBalance: 100, Total so far:3100 
Operation: getTotalBalance | Inputs: UID: 32 | Result: AccountBalance: 100, Total so far:3200 
Operation: getTotalBalance | Inputs: UID: 33 | Result: AccountBalance: 100, Total so far:3300 
Operation: getTotalBalance | Inputs: UID: 34 | Result: AccountBalance: 100, Total so far:3400 
Operation: getTotalBalance | Inputs: UID: 35 | Result: AccountBalance: 100, Total so far:3500 
Operation: getTotalBalance | Inputs: UID: 36 | Result: AccountBalance: 100, Total so far:3600 
Operation: getTotalBalance | Inputs: UID: 37 | Result: AccountBalance: 100, Total so far:3700 
Operation: getTotalBalance | Inputs: UID: 38 | Result: AccountBalance: 100, Total so far:3800 
Operation: getTotalBalance | Inputs: UID: 39 | Result: AccountBalance: 100, Total so far:3900 
Operation: getTotalBalance | Inputs: UID: 40 | Result: AccountBalance: 100, Total so far:4000 
Operation: getTotalBalance | Inputs: UID: 41 | Result: AccountBalance: 100, Total so far:4100 
Operation: getTotalBalance | Inputs: UID: 42 | Result: AccountBalance: 100, Total so far:4200 
Operation: getTotalBalance | Inputs: UID: 43 | Result: AccountBalance: 100, Total so far:4300 
Operation: getTotalBalance | Inputs: UID: 44 | Result: AccountBalance: 100, Total so far:4400 
Operation: getTotalBalance | Inputs: UID: 45 | Result: AccountBalance: 100, Total so far:4500 
Operation: getTotalBalance | Inputs: UID: 46 | Result: AccountBalance: 100, Total so far:4600 
Operation: getTotalBalance | Inputs: UID: 47 | Result: AccountBalance: 100, Total so far:4700 
Operation: getTotalBalance | Inputs: UID: 48 | Result: AccountBalance: 100, Total so far:4800 
Operation: getTotalBalance | Inputs: UID: 49 | Result: AccountBalance: 100, Total so far:4900 
Operation: getTotalBalance | Inputs: UID: 50 | Result: AccountBalance: 100, Total so far:5000 
Operation: getTotalBalance | Inputs: UID: 51 | Result: AccountBalance: 100, Total so far:5100 
Operation: getTotalBalance | Inputs: UID: 52 | Result: AccountBalance: 100, Total so far:5200 
Operation: getTotalBalance | Inputs: UID: 53 | Result: AccountBalance: 100, Total so far:5300 
Operation: getTotalBalance | Inputs: UID: 54 | Result: AccountBalance: 100, Total so far:5400 
Operation: getTotalBalance | Inputs: UID: 55 | Result: AccountBalance: 100, Total so far:5500 
Operation: getTotalBalance | Inputs: UID: 56 | Result: AccountBalance: 100, Total so far:5600 
Operation: getTotalBalance | Inputs: UID: 57 | Result: AccountBalance: 100, Total so far:5700 
Operation: getTotalBalance | Inputs: UID: 58 | Result: AccountBalance: 100, Total so far:5800 
Operation: getTotalBalance | Inputs: UID: 59 | Result: AccountBalance: 100, Total so far:5900 
Operation: getTotalBalance | Inputs: UID: 60 | Result: AccountBalance: 100, Total so far:6000 
Operation: getTotalBalance | Inputs: UID: 61 | Result: AccountBalance: 100, Total so far:6100 
Operation: getTotalBalance | Inputs: UID: 62 | Result: AccountBalance: 100, Total so far:6200 
Operation: getTotalBalance | Inputs: UID: 63 | Result: AccountBalance: 100, Total so far:6300 
Operation: getTotalBalance | Inputs: UID: 64 | Result: AccountBalance: 100, Total so far:6400 
Operation: getTotalBalance | Inputs: UID: 65 | Result: AccountBalance: 100, Total so far:6500 
Operation: getTotalBalance | Inputs: UID: 66 | Result: AccountBalance: 100, Total so far:6600 
Operation: getTotalBalance | Inputs: UID: 67 | Result: AccountBalance: 100, Total so far:6700 
Operation: getTotalBalance | Inputs: UID: 68 | Result: AccountBalance: 100, Total so far:6800 
Operation: getTotalBalance | Inputs: UID: 69 | Result: AccountBalance: 100, Total so far:6900 
Operation: getTotalBalance | Inputs: UID: 70 | Result: AccountBalance: 100, Total so far:7000 
Operation: getTotalBalance | Inputs: UID: 71 | Result: AccountBalance: 100, Total so far:7100 
Operation: getTotalBalance | Inputs: UID: 72 | Result: AccountBalance: 100, Total so far:7200 
Operation: getTotalBalance | Inputs: UID: 73 | Result: AccountBalance: 100, Total so far:7300 
Operation: getTotalBalance | Inputs: UID: 74 | Result: AccountBalance: 100, Total so far:7400 
Operation: getTotalBalance | Inputs: UID: 75 | Result: AccountBalance: 100, Total so far:7500 
Operation: getTotalBalance | Inputs: UID: 76 | Result: AccountBalance: 100, Total so far:7600 
Operation: getTotalBalance | Inputs: UID: 77 | Result: AccountBalance: 100, Total so far:7700 
Operation: getTotalBalance | Inputs: UID: 78 | Result: AccountBalance: 100, Total so far:7800 
Operation: getTotalBalance | Inputs: UID: 79 | Result: AccountBalance: 100, Total so far:7900 
Operation: getTotalBalance | Inputs: UID: 80 | Result: AccountBalance: 100, Total so far:8000 
Operation: getTotalBalance | Inputs: UID: 81 | Result: AccountBalance: 100, Total so far:8100 
Operation: getTotalBalance | Inputs: UID: 82 | Result: AccountBalance: 100, Total so far:8200 
